unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI1-2021-D6-Ra-ii,GRI 1,Foundation,universal,6,Provide reasons for omission for disclosures,a.ii,"If the organization cannot comply with a disclosure or with a requirement in a disclosure for which reasons for omission are permitted, the organization shall in the GRI content index: provide one of the four reasons for omission included in Table 1 and the required explanation for that reason. Table 1. Permitted reasons for omission and required explanations REASON FOR OMISSION REQUIRED EXPLANATION Not applicable Explain why the disclosure or the requirement is considered not applicable. Legal prohibitions Describe the specific legal prohibitions. Confidentiality constraints Describe the specific confidentiality constraints. Information unavailable / Specify which information is unavailable or incomplete. When incomplete the information is incomplete, specify which part is missing (e.g., specify the entities for which the information is missing). Explain why the required information is unavailable or incomplete. Describe the steps being taken and the expected time frame to obtain the information.",shall,True,2021,2,a
GRI1-2021-D7-Ra-i,GRI 1,Foundation,universal,7,Publish a GRI content index,a.i,publish a GRI content index that includes: the title: GRI content index;,shall,True,2021,2,a
GRI1-2021-D7-Ra-ii,GRI 1,Foundation,universal,7,Publish a GRI content index,a.ii,publish a GRI content index that includes: the statement of use;,shall,True,2021,2,a
GRI1-2021-D7-Ra-iii,GRI 1,Foundation,universal,7,Publish a GRI content index,a.iii,publish a GRI content index that includes: the title of GRI 1 used;,shall,True,2021,2,a
GRI1-2021-D7-Ra-iv,GRI 1,Foundation,universal,7,Publish a GRI content index,a.iv,publish a GRI content index that includes: the title(s) of the GRI Sector Standard(s) that apply to the organization’s sector(s);,shall,True,2021,2,a
GRI1-2021-D7-Ra-v,GRI 1,Foundation,universal,7,Publish a GRI content index,a.v,publish a GRI content index that includes: a list of the organization’s material topics;,shall,True,2021,2,a
GRI1-2021-D7-Ra-vi,GRI 1,Foundation,universal,7,Publish a GRI content index,a.vi,publish a GRI content index that includes: a list of the topics in the applicable GRI Sector Standard(s) determined as not material and an explanation for why they are not material;,shall,True,2021,2,a
GRI1-2021-D7-Ra-vii,GRI 1,Foundation,universal,7,Publish a GRI content index,a.vii,"publish a GRI content index that includes: a list of the reported disclosures, including the disclosure titles;",shall,True,2021,2,a
GRI1-2021-D7-Ra-viii,GRI 1,Foundation,universal,7,Publish a GRI content index,a.viii,publish a GRI content index that includes: the titles of the GRI Standards and other sources that the reported disclosures come from;,shall,True,2021,2,a
GRI1-2021-D7-Ra-ix,GRI 1,Foundation,universal,7,Publish a GRI content index,a.ix,"publish a GRI content index that includes: when the organization does not report GRI Topic Standard disclosures for a material topic from the applicable GRI Sector Standard(s), a list of the disclosures and the required reason for omission;",shall,True,2021,2,a
GRI1-2021-D7-Ra-x,GRI 1,Foundation,universal,7,Publish a GRI content index,a.x,publish a GRI content index that includes: the GRI Sector Standard reference numbers for the disclosures from the applicable Sector Standard(s);,shall,True,2021,2,a
GRI1-2021-D7-Ra-xi,GRI 1,Foundation,universal,7,Publish a GRI content index,a.xi,publish a GRI content index that includes: the location where the information reported for each disclosure can be found;,shall,True,2021,2,a
GRI1-2021-D7-Ra-xii,GRI 1,Foundation,universal,7,Publish a GRI content index,a.xii,publish a GRI content index that includes: any reasons for omission used;,shall,True,2021,2,a
GRI1-2021-D7-Rb,GRI 1,Foundation,universal,7,Publish a GRI content index,b,"if it publishes a standalone sustainability report and the GRI content index is not included in the report itself, provide a link or reference to the GRI content index in the report.",shall,True,2021,1,
GRI1-2021-D8-Ra,GRI 1,Foundation,universal,8,Provide a statement of use,a,The organization shall include the following statement in its GRI content index: [Name of organization] has reported in accordance with the GRI Standards for the period [reporting period start and end dates].,shall,True,2021,1,
GRI1-2021-D9-Ra,GRI 1,Foundation,universal,9,Notify GRI,a,The organization shall notify GRI of the use of the GRI Standards and the statement of use by sending an email to reportregistration@globalreporting.org.,shall,True,2021,1,
GRI201-2016-D201-1-Ra-i,GRI 201,Economic Performance,topic,201-1,Direct economic value generated and,a.i,"Direct economic value generated and distributed (EVG&D) on an accruals basis, including the basic components for the organization’s global operations as listed below. If data are presented on a cash basis, report the justification for this decision in addition to reporting the following basic components: Direct economic value generated: revenues;",shall,True,2016,2,a
GRI201-2016-D201-1-Ra-ii,GRI 201,Economic Performance,topic,201-1,Direct economic value generated and,a.ii,"Direct economic value generated and distributed (EVG&D) on an accruals basis, including the basic components for the organization’s global operations as listed below. If data are presented on a cash basis, report the justification for this decision in addition to reporting the following basic components: Economic value distributed: operating costs, employee wages and benefits, payments to providers of capital, payments to government by country, and community investments;",shall,True,2016,2,a
GRI201-2016-D201-1-Ra-iii,GRI 201,Economic Performance,topic,201-1,Direct economic value generated and,a.iii,"Direct economic value generated and distributed (EVG&D) on an accruals basis, including the basic components for the organization’s global operations as listed below. If data are presented on a cash basis, report the justification for this decision in addition to reporting the following basic components: Economic value retained: ‘direct economic value generated’ less ‘economic value distributed’.",shall,True,2016,2,a
GRI201-2016-D201-1-Rb,GRI 201,Economic Performance,topic,201-1,Direct economic value generated and,b,"Where significant, report EVG&D separately at country, regional, or market levels, and the criteria used for defining significance.",shall,True,2016,1,
GRI201-2016-D201-2-Ra-i,GRI 201,Economic Performance,topic,201-2,Financial implications and other risks,a.i,"Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure, including: a description of the risk or opportunity and its classification as either physical, regulatory, or other;",shall,True,2016,2,a
GRI201-2016-D201-2-Ra-ii,GRI 201,Economic Performance,topic,201-2,Financial implications and other risks,a.ii,"Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure, including: a description of the impact associated with the risk or opportunity;",shall,True,2016,2,a
GRI201-2016-D201-2-Ra-iii,GRI 201,Economic Performance,topic,201-2,Financial implications and other risks,a.iii,"Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure, including: the financial implications of the risk or opportunity before action is taken;",shall,True,2016,2,a
GRI201-2016-D201-2-Ra-iv,GRI 201,Economic Performance,topic,201-2,Financial implications and other risks,a.iv,"Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure, including: the methods used to manage the risk or opportunity;",shall,True,2016,2,a
GRI201-2016-D201-2-Ra-v,GRI 201,Economic Performance,topic,201-2,Financial implications and other risks,a.v,"Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure, including: the costs of actions taken to manage the risk or opportunity.",shall,True,2016,2,a
GRI201-2016-D201-3-Ra,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,a,"If the plan’s liabilities are met by the organization’s general resources, the estimated value of those liabilities.",shall,True,2016,1,
GRI201-2016-D201-3-Rb-i,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,b.i,If a separate fund exists to pay the plan’s pension liabilities: the extent to which the scheme’s liabilities are estimated to be covered by the assets that have been set aside to meet them;,shall,True,2016,2,b
GRI201-2016-D201-3-Rb-ii,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,b.ii,If a separate fund exists to pay the plan’s pension liabilities: the basis on which that estimate has been arrived at;,shall,True,2016,2,b
GRI201-2016-D201-3-Rb-iii,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,b.iii,If a separate fund exists to pay the plan’s pension liabilities: when that estimate was made.,shall,True,2016,2,b
GRI201-2016-D201-3-Rc,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,c,"If a fund set up to pay the plan’s pension liabilities is not fully covered, explain the strategy, if any, adopted by the employer to work towards full coverage, and the timescale, if any, by which the employer hopes to achieve full coverage.",shall,True,2016,1,
GRI201-2016-D201-3-Rd,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,d,Percentage of salary contributed by employee or employer.,shall,True,2016,1,
GRI201-2016-D201-3-Re,GRI 201,Economic Performance,topic,201-3,Defined benefit plan obligations and,e,"Level of participation in retirement plans, such as participation in mandatory or voluntary schemes, regional, or country-based schemes, or those with financial impact.",shall,True,2016,1,
GRI201-2016-D201-4-Ra-i,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.i,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: tax relief and tax credits;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-ii,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.ii,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: subsidies;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-iii,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.iii,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: investment grants, research and development grants, and other relevant types of grant;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-iv,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.iv,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: awards;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-v,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.v,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: royalty holidays;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-vi,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.vi,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: financial assistance from Export Credit Agencies (ECAs);",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-vii,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.vii,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: financial incentives;",shall,True,2016,2,a
GRI201-2016-D201-4-Ra-viii,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,a.viii,"Total monetary value of financial assistance received by the organization from any government during the reporting period, including: other financial benefits received or receivable from any government for any operation.",shall,True,2016,2,a
GRI201-2016-D201-4-Rb,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,b,The information in 201-4-a by country.,shall,True,2016,1,
GRI201-2016-D201-4-Rc,GRI 201,Economic Performance,topic,201-4,Financial assistance received from,c,"Whether, and the extent to which, any government is present in the shareholding structure.",shall,True,2016,1,
GRI202-2016-D202-1-Ra,GRI 202,Market Presence,topic,202-1,Ratios of standard entry level wage,a,"When a significant proportion of employees are compensated based on wages subject to minimum wage rules, report the relevant ratio of the entry level wage by gender at significant locations of operation to the minimum wage.",shall,True,2016,1,
GRI202-2016-D202-1-Rb,GRI 202,Market Presence,topic,202-1,Ratios of standard entry level wage,b,"When a significant proportion of other workers (excluding employees) performing the organization’s activities are compensated based on wages subject to minimum wage rules, describe the actions taken to determine whether these workers are paid above the minimum wage.",shall,True,2016,1,
GRI202-2016-D202-1-Rc,GRI 202,Market Presence,topic,202-1,Ratios of standard entry level wage,c,"Whether a local minimum wage is absent or variable at significant locations of operation, by gender. In circumstances in which different minimums can be used as a reference, report which minimum wage is being used.",shall,True,2016,1,
GRI202-2016-D202-1-Rd,GRI 202,Market Presence,topic,202-1,Ratios of standard entry level wage,d,The definition used for ‘significant locations of operation’.,shall,True,2016,1,
GRI202-2016-D202-2-Ra,GRI 202,Market Presence,topic,202-2,Proportion of senior management,a,Percentage of senior management at significant locations of operation that are hired from the local community.,shall,True,2016,1,
GRI202-2016-D202-2-Rb,GRI 202,Market Presence,topic,202-2,Proportion of senior management,b,The definition used for ‘senior management’.,shall,True,2016,1,
GRI202-2016-D202-2-Rc,GRI 202,Market Presence,topic,202-2,Proportion of senior management,c,The organization’s geographical definition of ‘local’.,shall,True,2016,1,
GRI202-2016-D202-2-Rd,GRI 202,Market Presence,topic,202-2,Proportion of senior management,d,The definition used for ‘significant locations of operation’.,shall,True,2016,1,
GRI203-2016-D203-1-Ra,GRI 203,Indirect Economic Impacts,topic,203-1,Infrastructure investments and,a,Extent of development of significant infrastructure investments and services supported.,shall,True,2016,1,
GRI203-2016-D203-1-Rb,GRI 203,Indirect Economic Impacts,topic,203-1,Infrastructure investments and,b,"Current or expected impacts on communities and local economies, including positive and negative impacts where relevant.",shall,True,2016,1,
GRI203-2016-D203-1-Rc,GRI 203,Indirect Economic Impacts,topic,203-1,Infrastructure investments and,c,"Whether these investments and services are commercial, in-kind, or pro bono engagements.",shall,True,2016,1,
GRI203-2016-D203-2-Ra,GRI 203,Indirect Economic Impacts,topic,203-2,Significant indirect economic impacts,a,"Examples of significant identified indirect economic impacts of the organization, including positive and negative impacts.",shall,True,2016,1,
GRI203-2016-D203-2-Rb,GRI 203,Indirect Economic Impacts,topic,203-2,Significant indirect economic impacts,b,"Significance of the indirect economic impacts in the context of external benchmarks and stakeholder priorities, such as national and international standards, protocols, and policy agendas.",shall,True,2016,1,
GRI204-2016-D204-1-Ra,GRI 204,Procurement Practices,topic,204-1,Proportion of spending on local,a,Percentage of the procurement budget used for significant locations of operation that is spent on suppliers local to that operation (such as percentage of products and services purchased locally).,shall,True,2016,1,
GRI204-2016-D204-1-Rb,GRI 204,Procurement Practices,topic,204-1,Proportion of spending on local,b,The organization’s geographical definition of ‘local’.,shall,True,2016,1,
GRI204-2016-D204-1-Rc,GRI 204,Procurement Practices,topic,204-1,Proportion of spending on local,c,The definition used for ‘significant locations of operation’.,shall,True,2016,1,
GRI205-2016-D205-1-Ra,GRI 205,Anti-corruption,topic,205-1,Operations assessed for risks,a,Total number and percentage of operations assessed for risks related to corruption.,shall,True,2016,1,
GRI205-2016-D205-1-Rb,GRI 205,Anti-corruption,topic,205-1,Operations assessed for risks,b,Significant risks related to corruption identified through the risk assessment.,shall,True,2016,1,
GRI205-2016-D205-2-Ra,GRI 205,Anti-corruption,topic,205-2,Communication and training about,a,"Total number and percentage of governance body members that the organization’s anti- corruption policies and procedures have been communicated to, broken down by region.",shall,True,2016,1,
GRI205-2016-D205-2-Rb,GRI 205,Anti-corruption,topic,205-2,Communication and training about,b,"Total number and percentage of employees that the organization’s anti-corruption policies and procedures have been communicated to, broken down by employee category and region.",shall,True,2016,1,
GRI205-2016-D205-2-Rc,GRI 205,Anti-corruption,topic,205-2,Communication and training about,c,"Total number and percentage of business partners that the organization’s anti- corruption policies and procedures have been communicated to, broken down by type of business partner and region. Describe if the organization’s anti-corruption policies and procedures have been communicated to any other persons or organizations.",shall,True,2016,1,
GRI205-2016-D205-2-Rd,GRI 205,Anti-corruption,topic,205-2,Communication and training about,d,"Total number and percentage of governance body members that have received training on anti-corruption, broken down by region.",shall,True,2016,1,
GRI205-2016-D205-2-Re,GRI 205,Anti-corruption,topic,205-2,Communication and training about,e,"Total number and percentage of employees that have received training on anti- corruption, broken down by employee category and region.",shall,True,2016,1,
GRI205-2016-D205-3-Ra,GRI 205,Anti-corruption,topic,205-3,Confirmed incidents of corruption and,a,Total number and nature of confirmed incidents of corruption.,shall,True,2016,1,
GRI205-2016-D205-3-Rb,GRI 205,Anti-corruption,topic,205-3,Confirmed incidents of corruption and,b,Total number of confirmed incidents in which employees were dismissed or disciplined for corruption.,shall,True,2016,1,
GRI205-2016-D205-3-Rc,GRI 205,Anti-corruption,topic,205-3,Confirmed incidents of corruption and,c,Total number of confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.,shall,True,2016,1,
GRI205-2016-D205-3-Rd,GRI 205,Anti-corruption,topic,205-3,Confirmed incidents of corruption and,d,Public legal cases regarding corruption brought against the organization or its employees during the reporting period and the outcomes of such cases.,shall,True,2016,1,
GRI206-2016-D206-1-Ra,GRI 206,Anti-competitive Behavior,topic,206-1,Legal actions for anti-competitive,a,Number of legal actions pending or completed during the reporting period regarding anti-competitive behavior and violations of anti-trust and monopoly legislation in which the organization has been identified as a participant.,shall,True,2016,1,
GRI206-2016-D206-1-Rb,GRI 206,Anti-competitive Behavior,topic,206-1,Legal actions for anti-competitive,b,"Main outcomes of completed legal actions, including any decisions or judgements. Background",shall,True,2016,1,
GRI207-2019-D207-1-Ra-i,GRI 207,Tax,topic,207-1,Approach to tax,a.i,"A description of the approach to tax, including: whether the organization has a tax strategy and, if so, a link to this strategy if publicly available;",shall,True,2019,2,a
GRI207-2019-D207-1-Ra-ii,GRI 207,Tax,topic,207-1,Approach to tax,a.ii,"A description of the approach to tax, including: the governance body or executive-level position within the organization that formally reviews and approves the tax strategy, and the frequency of this review;",shall,True,2019,2,a
GRI207-2019-D207-1-Ra-iii,GRI 207,Tax,topic,207-1,Approach to tax,a.iii,"A description of the approach to tax, including: the approach to regulatory compliance;",shall,True,2019,2,a
GRI207-2019-D207-1-Ra-iv,GRI 207,Tax,topic,207-1,Approach to tax,a.iv,"A description of the approach to tax, including: how the approach to tax is linked to the business and sustainable development strategies of the organization. Background",shall,True,2019,2,a
GRI207-2019-D207-2-Ra-i,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",a.i,"A description of the tax governance and control framework, including: the governance body or executive-level position within the organization accountable for compliance with the tax strategy;",shall,True,2019,2,a
GRI207-2019-D207-2-Ra-ii,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",a.ii,"A description of the tax governance and control framework, including: how the approach to tax is embedded within the organization;",shall,True,2019,2,a
GRI207-2019-D207-2-Ra-iii,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",a.iii,"A description of the tax governance and control framework, including: the approach to tax risks, including how risks are identified, managed, and monitored;",shall,True,2019,2,a
GRI207-2019-D207-2-Ra-iv,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",a.iv,"A description of the tax governance and control framework, including: how compliance with the tax governance and control framework is evaluated.",shall,True,2019,2,a
GRI207-2019-D207-2-Rb,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",b,A description of the mechanisms to raise concerns about the organization’s business conduct and the organization’s integrity in relation to tax.,shall,True,2019,1,
GRI207-2019-D207-2-Rc,GRI 207,Tax,topic,207-2,"Tax governance, control, and risk",c,"A description of the assurance process for disclosures on tax including, if applicable, a link or reference to the external assurance report(s) or assurance statement(s). Background",shall,True,2019,1,
GRI207-2019-D207-3-Ra-i,GRI 207,Tax,topic,207-3,Stakeholder engagement and,a.i,"A description of the approach to stakeholder engagement and management of stakeholder concerns related to tax, including: the approach to engagement with tax authorities;",shall,True,2019,2,a
GRI207-2019-D207-3-Ra-ii,GRI 207,Tax,topic,207-3,Stakeholder engagement and,a.ii,"A description of the approach to stakeholder engagement and management of stakeholder concerns related to tax, including: the approach to public policy advocacy on tax;",shall,True,2019,2,a
GRI207-2019-D207-3-Ra-iii,GRI 207,Tax,topic,207-3,Stakeholder engagement and,a.iii,"A description of the approach to stakeholder engagement and management of stakeholder concerns related to tax, including: the processes for collecting and considering the views and concerns of stakeholders, including external stakeholders. Background",shall,True,2019,2,a
GRI207-2019-D207-4-Ra,GRI 207,Tax,topic,207-4,Country-by-country reporting,a,"All tax jurisdictions where the entities included in the organization’s audited consolidated financial statements, or in the financial information filed on public record, are resident for tax purposes.",shall,True,2019,1,
GRI207-2019-D207-4-Rb-i,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.i,For each tax jurisdiction reported in Disclosure 207-4-a: Names of the resident entities;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-ii,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.ii,For each tax jurisdiction reported in Disclosure 207-4-a: Primary activities of the organization;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-iii,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.iii,"For each tax jurisdiction reported in Disclosure 207-4-a: Number of employees, and the basis of calculation of this number;",shall,True,2019,2,b
GRI207-2019-D207-4-Rb-iv,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.iv,For each tax jurisdiction reported in Disclosure 207-4-a: Revenues from third-party sales;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-v,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.v,For each tax jurisdiction reported in Disclosure 207-4-a: Revenues from intra-group transactions with other tax jurisdictions;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-vi,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.vi,For each tax jurisdiction reported in Disclosure 207-4-a: Profit/loss before tax;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-vii,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.vii,For each tax jurisdiction reported in Disclosure 207-4-a: Tangible assets other than cash and cash equivalents;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-viii,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.viii,For each tax jurisdiction reported in Disclosure 207-4-a: Corporate income tax paid on a cash basis;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-ix,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.ix,For each tax jurisdiction reported in Disclosure 207-4-a: Corporate income tax accrued on profit/loss;,shall,True,2019,2,b
GRI207-2019-D207-4-Rb-x,GRI 207,Tax,topic,207-4,Country-by-country reporting,b.x,For each tax jurisdiction reported in Disclosure 207-4-a: Reasons for the difference between corporate income tax accrued on profit/loss and the tax due if the statutory tax rate is applied to profit/loss before tax.,shall,True,2019,2,b
GRI207-2019-D207-4-Rc,GRI 207,Tax,topic,207-4,Country-by-country reporting,c,The time period covered by the information reported in Disclosure 207-4.,shall,True,2019,1,
GRI2-2021-D2-1-Ra,GRI 2,General Disclosures,universal,2-1,Organizational details,a,report its legal name;,shall,False,2021,1,
GRI2-2021-D2-1-Rb,GRI 2,General Disclosures,universal,2-1,Organizational details,b,report its nature of ownership and legal form;,shall,False,2021,1,
GRI2-2021-D2-1-Rc,GRI 2,General Disclosures,universal,2-1,Organizational details,c,report the location of its headquarters;,shall,False,2021,1,
GRI2-2021-D2-1-Rd,GRI 2,General Disclosures,universal,2-1,Organizational details,d,report its countries of operation.,shall,False,2021,1,
GRI2-2021-D2-2-Ra,GRI 2,General Disclosures,universal,2-2,Entities included in the organization’s,a,list all its entities included in its sustainability reporting;,shall,False,2021,1,
GRI2-2021-D2-2-Rb,GRI 2,General Disclosures,universal,2-2,Entities included in the organization’s,b,"if the organization has audited consolidated financial statements or financial information filed on public record, specify the differences between the list of entities included in its financial reporting and the list included in its sustainability reporting;",shall,False,2021,1,
GRI2-2021-D2-2-Rc-i,GRI 2,General Disclosures,universal,2-2,Entities included in the organization’s,c.i,"if the organization consists of multiple entities, explain the approach used for consolidating the information, including: whether the approach involves adjustments to information for minority interests;",shall,False,2021,2,c
GRI2-2021-D2-2-Rc-ii,GRI 2,General Disclosures,universal,2-2,Entities included in the organization’s,c.ii,"if the organization consists of multiple entities, explain the approach used for consolidating the information, including: how the approach takes into account mergers, acquisitions, and disposal of entities or parts of entities;",shall,False,2021,2,c
GRI2-2021-D2-2-Rc-iii,GRI 2,General Disclosures,universal,2-2,Entities included in the organization’s,c.iii,"if the organization consists of multiple entities, explain the approach used for consolidating the information, including: whether and how the approach differs across the disclosures in this Standard and across material topics.",shall,False,2021,2,c
GRI2-2021-D2-3-Ra,GRI 2,General Disclosures,universal,2-3,"Reporting period, frequency and contact",a,"specify the reporting period for, and the frequency of, its sustainability reporting;",shall,False,2021,1,
GRI2-2021-D2-3-Rb,GRI 2,General Disclosures,universal,2-3,"Reporting period, frequency and contact",b,"specify the reporting period for its financial reporting and, if it does not align with the period for its sustainability reporting, explain the reason for this;",shall,False,2021,1,
GRI2-2021-D2-3-Rc,GRI 2,General Disclosures,universal,2-3,"Reporting period, frequency and contact",c,report the publication date of the report or reported information;,shall,False,2021,1,
GRI2-2021-D2-3-Rd,GRI 2,General Disclosures,universal,2-3,"Reporting period, frequency and contact",d,specify the contact point for questions about the report or reported information.,shall,False,2021,1,
GRI2-2021-D2-4-Ra-i,GRI 2,General Disclosures,universal,2-4,Restatements of information,a.i,report restatements of information made from previous reporting periods and explain: the reasons for the restatements;,shall,False,2021,2,a
GRI2-2021-D2-4-Ra-ii,GRI 2,General Disclosures,universal,2-4,Restatements of information,a.ii,report restatements of information made from previous reporting periods and explain: the effect of the restatements. The organization should provide a restatement of information when it has learned that the,shall,False,2021,2,a
GRI2-2021-D2-5-Ra,GRI 2,General Disclosures,universal,2-5,External assurance,a,"describe its policy and practice for seeking external assurance, including whether and how the highest governance body and senior executives are involved;",shall,False,2021,1,
GRI2-2021-D2-5-Rb-i,GRI 2,General Disclosures,universal,2-5,External assurance,b.i,if the organization’s sustainability reporting has been externally assured: provide a link or reference to the external assurance report(s) or assurance statement(s);,shall,False,2021,2,b
GRI2-2021-D2-5-Rb-ii,GRI 2,General Disclosures,universal,2-5,External assurance,b.ii,"if the organization’s sustainability reporting has been externally assured: describe what has been assured and on what basis, including the assurance standards used, the level of assurance obtained, and any limitations of the assurance process;",shall,False,2021,2,b
GRI2-2021-D2-5-Rb-iii,GRI 2,General Disclosures,universal,2-5,External assurance,b.iii,if the organization’s sustainability reporting has been externally assured: describe the relationship between the organization and the assurance provider. See section 5.2 in GRI 1: Foundation 2021 for information on external assurance.,shall,False,2021,2,b
GRI2-2021-D2-6-Ra,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",a,report the sector(s) in which it is active;,shall,True,2021,1,
GRI2-2021-D2-6-Rb-i,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",b.i,"describe its value chain, including: the organization’s activities, products, services, and markets served;",shall,True,2021,2,b
GRI2-2021-D2-6-Rb-ii,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",b.ii,"describe its value chain, including: the organization’s supply chain;",shall,True,2021,2,b
GRI2-2021-D2-6-Rb-iii,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",b.iii,"describe its value chain, including: the entities downstream from the organization and their activities;",shall,True,2021,2,b
GRI2-2021-D2-6-Rc,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",c,report other relevant business relationships;,shall,True,2021,1,
GRI2-2021-D2-6-Rd,GRI 2,General Disclosures,universal,2-6,"Activities, value chain and other",d,"describe significant changes in 2-6-a, 2-6-b, and 2-6-c compared to the previous reporting period.",shall,True,2021,1,
GRI2-2021-D2-7-Ra,GRI 2,General Disclosures,universal,2-7,Employees,a,"report the total number of employees, and a breakdown of this total by gender and by region;",shall,True,2021,1,
GRI2-2021-D2-7-Rb-i,GRI 2,General Disclosures,universal,2-7,Employees,b.i,"report the total number of: permanent employees, and a breakdown by gender and by region;",shall,True,2021,2,b
GRI2-2021-D2-7-Rb-ii,GRI 2,General Disclosures,universal,2-7,Employees,b.ii,"report the total number of: temporary employees, and a breakdown by gender and by region;",shall,True,2021,2,b
GRI2-2021-D2-7-Rb-iii,GRI 2,General Disclosures,universal,2-7,Employees,b.iii,"report the total number of: non-guaranteed hours employees, and a breakdown by gender and by region;",shall,True,2021,2,b
GRI2-2021-D2-7-Rb-iv,GRI 2,General Disclosures,universal,2-7,Employees,b.iv,"report the total number of: full-time employees, and a breakdown by gender and by region;",shall,True,2021,2,b
GRI2-2021-D2-7-Rb-v,GRI 2,General Disclosures,universal,2-7,Employees,b.v,"report the total number of: part-time employees, and a breakdown by gender and by region;",shall,True,2021,2,b
GRI2-2021-D2-7-Rc-i,GRI 2,General Disclosures,universal,2-7,Employees,c.i,"describe the methodologies and assumptions used to compile the data, including whether the numbers are reported: in head count, full-time equivalent (FTE), or using another methodology;",shall,True,2021,2,c
GRI2-2021-D2-7-Rc-ii,GRI 2,General Disclosures,universal,2-7,Employees,c.ii,"describe the methodologies and assumptions used to compile the data, including whether the numbers are reported: at the end of the reporting period, as an average across the reporting period, or using another methodology;",shall,True,2021,2,c
GRI2-2021-D2-7-Rd,GRI 2,General Disclosures,universal,2-7,Employees,d,report contextual information necessary to understand the data reported under 2-7-a and 2-7-b;,shall,True,2021,1,
GRI2-2021-D2-7-Re,GRI 2,General Disclosures,universal,2-7,Employees,e,"describe significant fluctuations in the number of employees during the reporting period and between reporting periods. Together with Disclosure 2-8,",shall,True,2021,1,
GRI2-2021-D2-8-Ra-i,GRI 2,General Disclosures,universal,2-8,Workers who are not employees,a.i,report the total number of workers who are not employees and whose work is controlled by the organization and describe: the most common types of worker and their contractual relationship with the organization;,shall,True,2021,2,a
